title,label_id,label,text,keywords
Current user in Magento?,20,magento,current user in magento ,current-0.6962	user-0.565
How to create a binding for NSApp.dockTile's,8,cocoa,how to create a binding for nsapp docktile s,docktile-0.6036	nsapp-0.6036
Getting a Signature Mismatch Error when Compiling Even though it Matches in VS.NET 2005,7,visual-studio,getting a signature mismatch error when compiling even though it matches in vs net ,mismatch-0.4458	matches-0.4311
is it possible to print all reudctions in Haskell - using WinHugs?,19,haskell,is it possible to print all reudctions in haskell using winhugs ,reudctions-0.5682	winhugs-0.5682
Can Hibernate return a collection of result objects OTHER than a List?,12,hibernate,can hibernate return a collection of result objects other than a list ,result-0.4771	collection-0.4415
Enumerations in Hibernate,12,hibernate,enumerations in hibernate,enumerations-0.9191	hibernate-0.3939
Returning Oracle ref cursor and appending multiple results,2,oracle,returning oracle ref cursor and appending multiple results,appending-0.4878	ref-0.4531
Microsoft provider for Oracle and positional parameters,2,oracle,microsoft provider for oracle and positional parameters,positional-0.5925	provider-0.4952
SVN best-practives - working in a team,3,svn,svn best practives working in a team,practives-0.6611	team-0.4879
How to move a single folder from one Subversion repository to another repository?,3,svn,how to move a single folder from one subversion repository to another repository ,repository-0.7661	folder-0.3942
Share Sharepoint lists across sub sites,14,sharepoint,share sharepoint lists across sub sites,share-0.5014	sites-0.4918
Visual Studio - rewrite / lifespan,7,visual-studio,visual studio rewrite lifespan,lifespan-0.7462	rewrite-0.4742
Stop echoing ^C to terminal,10,bash,stop echoing c to terminal,echoing-0.7007	stop-0.5077
Using Alias in Apache ONLY if local directory not present?,4,apache,using alias in apache only if local directory not present ,present-0.5556	alias-0.4804
SharePoint 2007 Approval Workflow - Any other person can approve requirement,14,sharepoint,sharepoint approval workflow any other person can approve requirement,approve-0.4811	requirement-0.467
how to do subquery in LINQ,18,linq,how to do subquery in linq,subquery-0.8935	linq-0.4492
Best resource to learn application programming? (.Net/Cocoa/etc),8,cocoa,best resource to learn application programming net cocoa etc ,learn-0.4729	resource-0.4659
Drawing on desktop in Mac OS X,8,cocoa,drawing on desktop in mac os x,desktop-0.6268	drawing-0.5764
Code freeze in SVN,3,svn,code freeze in svn,freeze-0.813	code-0.4371
Which is the best IDE for Scala development?,13,scala,which is the best ide for scala development ,ide-0.6561	development-0.5094
Binning in matlab,6,matlab,binning in matlab,binning-0.9196	matlab-0.3929
Cocoa/Objective-C - Can i somehow see the implementation files?,8,cocoa,cocoa objective c can i somehow see the implementation files ,implementation-0.5861	objective-0.5752
Screen scarping through AJAX and javascript,15,ajax,screen scarping through ajax and javascript,scarping-0.7026	screen-0.4915
Difference between checkout and export in SVN,3,svn,difference between checkout and export in svn,export-0.5572	checkout-0.5423
Windows Backup for SVN Repositories,3,svn,windows backup for svn repositories,backup-0.5871	repositories-0.5844
Sharepoint Document collaboration,14,sharepoint,sharepoint document collaboration,collaboration-0.7892	document-0.5078
Possible to load a web part inside another?,14,sharepoint,possible to load a web part inside another ,inside-0.5454	load-0.5352
Parsing XML from an HTTPS URL using NSXMLParser?,8,cocoa,parsing xml from an https url using nsxmlparser ,nsxmlparser-0.5844	https-0.4534
[Visual Studio 2003] Setting environment variables in pre-build event and using in compilation step,7,visual-studio, visual studio setting environment variables in pre build event and using in compilation step,compilation-0.395	step-0.3815
Most efficient AJAX toolkit?,15,ajax,most efficient ajax toolkit ,toolkit-0.6722	efficient-0.6497
Loop through PageField in OLAP Cube [PivotTable],5,excel,loop through pagefield in olap cube pivottable ,pagefield-0.499	pivottable-0.499
Run custom code on login,14,sharepoint,run custom code on login,login-0.5891	run-0.5159
Append text to stderr redirects in bash,10,bash,append text to stderr redirects in bash,redirects-0.522	append-0.514
How to make file show when opening Visual Studio solution,7,visual-studio,how to make file show when opening visual studio solution,opening-0.5599	solution-0.4778
Mac OS counterpart to Sysinternals and Powertoys,9,osx,mac os counterpart to sysinternals and powertoys,powertoys-0.5445	sysinternals-0.5445
Performance tuning in Cocoa application,8,cocoa,performance tuning in cocoa application,tuning-0.692	performance-0.4874
Drawing a line in Visual Studio .net at design time,7,visual-studio,drawing a line in visual studio net at design time,drawing-0.4921	design-0.4565
Programmatically editing Sharepoint Wiki content,14,sharepoint,programmatically editing sharepoint wiki content,wiki-0.5601	editing-0.5218
Where is the Content Source Name in the SSP Search Database,14,sharepoint,where is the content source name in the ssp search database,ssp-0.6362	source-0.4117
Full Linq Query Instead of Lambdas with Fluent-NHibernate?,18,linq,full linq query instead of lambdas with fluent nhibernate ,lambdas-0.5415	fluent-0.5132
LINQ to SQL Query Syntax,18,linq,linq to sql query syntax,syntax-0.6315	query-0.4757
Visual Studio to Make,7,visual-studio,visual studio to make,make-0.6515	studio-0.5399
Should I use NSDecimalNumber to deal with money?,8,cocoa,should i use nsdecimalnumber to deal with money ,money-0.6114	nsdecimalnumber-0.5699
To upload an excel file as a clob,5,excel,to upload an excel file as a clob,clob-0.6846	upload-0.5534
Is there a way to enable / disable constraints in db2 v7?,2,oracle,is there a way to enable disable constraints in db v ,constraints-0.5716	enable-0.462
Removing rows from QTreeWidget (qt programming),16,qt,removing rows from qtreewidget qt programming ,qtreewidget-0.5579	removing-0.4733
Convert asp.net project pages from Windows-1251 to Utf-8,7,visual-studio,convert asp net project pages from windows to utf ,utf-0.5009	convert-0.3806
How can a bash script know the directory it is installed in when it is sourced with . operator?,10,bash,how can a bash script know the directory it is installed in when it is sourced with operator ,sourced-0.5414	installed-0.4026
Function names and parameters in matlab variables,6,matlab,function names and parameters in matlab variables,names-0.5355	parameters-0.4951
How to create hyperlink in Spring + JSP,11,spring,how to create hyperlink in spring jsp,hyperlink-0.6585	jsp-0.5777
How to display only taxonomy terms with nodes associated to in Views 2?,17,drupal,how to display only taxonomy terms with nodes associated to in views ,associated-0.4782	terms-0.4491
Will Oracle optimizer use multiple Hints in the same SELECT?,2,oracle,will oracle optimizer use multiple hints in the same select ,optimizer-0.567	hints-0.5559
Regular expressions in Cocoa / Objective-C.,8,cocoa,regular expressions in cocoa objective c ,regular-0.5595	expressions-0.5504
Haskell REST/GDATA API library,19,haskell,haskell rest gdata api library,gdata-0.6272	rest-0.5034
Spring AOP: applying properties through the aspect,11,spring,spring aop applying properties through the aspect,aspect-0.5545	applying-0.4896
Simple string parsing in Cocoa / Objective-C: parsing a command line into command and arguments.,8,cocoa,simple string parsing in cocoa objective c parsing a command line into command and arguments ,parsing-0.6174	command-0.4703
How to keep the installer's version number in sync with the installed assemblies' version numbers?,7,visual-studio,how to keep the installer s version number in sync with the installed assemblies version numbers ,version-0.5437	assemblies-0.3956
"Problem with ""not (a, b) in (select ...)"" in JPA query using Hibernate EntityManager",12,hibernate,problem with not a b in select in jpa query using hibernate entitymanager,entitymanager-0.5424	jpa-0.4514
How can I automatically enable content approval on a SharePoint list?,14,sharepoint,how can i automatically enable content approval on a sharepoint list ,approval-0.5708	enable-0.4613
Ruby on Rails Ajax rubberband,15,ajax,ruby on rails ajax rubberband,rubberband-0.6704	rails-0.4863
Attaching to child process automatically in Visual Studio,7,visual-studio,attaching to child process automatically in visual studio,attaching-0.5848	child-0.4295
Java Swing or Java Qt?,16,qt,java swing or java qt ,java-0.7605	swing-0.5754
Removing directories with spaces with bash,10,bash,removing directories with spaces with bash,spaces-0.5621	removing-0.5398
how to get the filepath when drag it from finder to a webview?,8,cocoa,how to get the filepath when drag it from finder to a webview ,filepath-0.5919	webview-0.4881
Which plugin do you use for using SVN inside Visual Studio,3,svn,which plugin do you use for using svn inside visual studio,inside-0.4847	plugin-0.4695
How can I pass structured data to my (F)CGI through Apache?,4,apache,how can i pass structured data to my f cgi through apache ,structured-0.5915	cgi-0.5167
com.finder.desktopservices asks for admin password when copying files,8,cocoa,com finder desktopservices asks for admin password when copying files,desktopservices-0.4579	asks-0.4397
"Spring and Hibernate, Lazy initiation problem",11,spring,spring and hibernate lazy initiation problem,initiation-0.6983	lazy-0.4869
Protected Sheets in Excel Service,14,sharepoint,protected sheets in excel service,sheets-0.5965	protected-0.5773
Collapsible member events in Visual Studio designer,7,visual-studio,collapsible member events in visual studio designer,collapsible-0.5719	member-0.4557
Which way to go in Linux (Qt or KDevelop),16,qt,which way to go in linux qt or kdevelop ,kdevelop-0.7416	linux-0.4803
How do I add an Microsoft AJAX auto complete textbox to an existing ASP.NET 3.5 SP1 web application project?,15,ajax,how do i add an microsoft ajax auto complete textbox to an existing asp net sp web application project ,sp-0.3767	textbox-0.3642
TOAD vs AquaFold - Connecting to Oracle,2,oracle,toad vs aquafold connecting to oracle,aquafold-0.595	toad-0.5416
Oracle TNS names not showing when adding new connection to sqldeveloper,2,oracle,oracle tns names not showing when adding new connection to sqldeveloper,sqldeveloper-0.4771	tns-0.4491
